cell_line	drugcombo	mean.bliss.estimate	p.value	conf.int.low	conf.int.high	p.value.bonferroni
A498	5Z	NA	NA	NA	NA	NA
SW-620	5Z	NA	NA	NA	NA	NA
AGS	5Z	NA	NA	NA	NA	NA
DU-145	5Z	NA	NA	NA	NA	NA
UACC-62	5Z	NA	NA	NA	NA	NA
SF-295	5Z	NA	NA	NA	NA	NA
COLO 205	5Z	NA	NA	NA	NA	NA
MDA-MB-468	5Z	NA	NA	NA	NA	NA
MDA-MB-468	CT P5	-0.0603197520959348	0.074108822430302	-0.127866941240376	0.0072274370485065	1
A498	PD P5	-0.128592636703905	6.37193716810018e-07	-0.172416522091975	-0.0847687513158344	0.000871681004596105
SW-620	PD P5	-0.0261234086273848	0.00106383821891968	-0.0410645990757666	-0.011182218179003	1
AGS	PD P5	-0.0416394049672068	8.79815381305797e-06	-0.0574655634683656	-0.0258132464660479	0.0120358744162633
DU-145	PD P5	-0.033857930551749	0.00440683876297918	-0.0565115399771661	-0.011204321126332	1
UACC-62	PD P5	-0.0514771834973487	6.06759349275093e-05	-0.0746401709301903	-0.0283141960645071	0.0830046789808328
SF-295	PD P5	0.0147034223970121	0.454307804637225	-0.0246460420908146	0.0540528868848388	1
COLO 205	PD P5	-0.074565252403399	5.34136662116927e-10	-0.0929879038543447	-0.0561426009524532	7.30698953775956e-07
MDA-MB-468	PD P5	-0.0833516309538905	0.00202786336335475	-0.127330608354103	-0.0393726535536776	1
A498	PI P5	-0.0369229553948289	0.0403246250582878	-0.0721329598109143	-0.00171295097874347	1
SW-620	PI P5	-0.0360708844127888	0.00181343979039697	-0.0578637274072139	-0.0142780414183638	1
AGS	PI P5	-0.0336350310749603	0.0538610610011599	-0.0678665844808736	0.000596522330953136	1
DU-145	PI P5	-0.0894977004441281	1.51106464069103e-06	-0.12145205069426	-0.0575433501939956	0.00206713642846533
UACC-62	PI P5	-0.109843378396404	6.59356436836402e-05	-0.159566963178032	-0.0601197936147768	0.0901999605592198
SF-295	PI P5	-0.108160259025931	4.14662061005394e-06	-0.149062907027766	-0.0672576110240966	0.00567257699455379
COLO 205	PI P5	-0.02428943782329	0.0239559036840535	-0.0452002305038033	-0.00337864514277669	1
MDA-MB-468	PI P5	-0.0623647136887128	0.158480418576444	-0.154106115734315	0.0293766883568892	1
A498	PK P5	0.0715038210211175	0.00127590321867148	0.0298560899676811	0.113151552074554	1
SW-620	PK P5	0.124918416100464	0.000518637877860958	0.0581527073761651	0.191684124824763	0.709496616913791
AGS	PK P5	0.0638948160242963	0.0101435814209567	0.0163831372720082	0.111406494776585	1
DU-145	PK P5	0.0787055132230698	0.0079916072959344	0.0217659266428324	0.135645099803307	1
UACC-62	PK P5	0.137384437815356	0.000611241692839068	0.0628501481540179	0.211918727476695	0.836178635803845
SF-295	PK P5	0.0749805780638334	0.00207932714201748	0.0290054619213762	0.120955694206291	1
COLO 205	PK P5	0.0969644517467464	0.010180655907422	0.0243462110308715	0.169582692462621	1
MDA-MB-468	PK P5	0.13800187157358	0.109494021462572	-0.0377926915644882	0.313796434711649	1
A498	JN P5	-0.084224473896693	0.00244797118579541	-0.136808016459106	-0.0316409313342795	1
SW-620	JN P5	-0.0584154739560398	8.53572249899725e-05	-0.0853646078498094	-0.0314663400622701	0.116768683786282
AGS	JN P5	-0.00428133449312451	0.742506050438647	-0.0306801460899044	0.0221174771036553	1
DU-145	JN P5	-0.0933795071477581	2.02315838336429e-05	-0.132342297581354	-0.0544167167141621	0.0276768066844235
UACC-62	JN P5	-0.0956953012123838	1.03422246626159e-05	-0.133944093300644	-0.0574465091241235	0.0141481633384585
SF-295	JN P5	-0.115369366863941	0.000178378524669102	-0.171700550902252	-0.0590381828256307	0.244021821747332
COLO 205	JN P5	-0.0566183839804469	0.0124575357165559	-0.10032498186677	-0.0129117860941241	1
MDA-MB-468	JN P5	-0.0493460932939248	0.0135131332767832	-0.0857942165575295	-0.01289797003032	1
A498	D1 P5	-0.0507994920014362	0.00573796163462203	-0.0859473006180795	-0.0156516833847929	1
SW-620	D1 P5	-0.0690975604005682	0.00164112350539815	-0.110404315114569	-0.0277908056865676	1
AGS	D1 P5	-0.048923515002003	0.00290652099683713	-0.0796946532763522	-0.0181523767276539	1
DU-145	D1 P5	-0.0450225504149827	0.0029813374876249	-0.0737692295129977	-0.0162758713169677	1
UACC-62	D1 P5	-0.058412534922019	0.00392375870162692	-0.0969425329739796	-0.0198825368700585	1
SF-295	D1 P5	-0.0444548991137209	0.0450373251059437	-0.0878760004086275	-0.00103379781881424	1
COLO 205	D1 P5	-0.0199379186094714	0.0880729889650266	-0.042989383425776	0.00311354620683329	1
MDA-MB-468	D1 P5	-0.136009547128609	0.0266369922932818	-0.252275373930188	-0.019743720327031	1
A498	60 P5	0.0037463731944178	0.785154164166726	-0.0238599373562603	0.0313526837450959	1
SW-620	60 P5	0.00246408897537255	0.773312346145937	-0.0147192889657639	0.019647466916509	1
AGS	60 P5	0.0500306476018069	0.000111321284172962	0.027122370206882	0.0729389249967318	0.152287516748612
DU-145	60 P5	-0.0103255477076659	0.387703218229991	-0.0342338085872087	0.0135827131718769	1
UACC-62	60 P5	0.00918620975512067	0.529094912567264	-0.0200720212831278	0.0384444407933691	1
SF-295	60 P5	-0.00838897187443422	0.68499573390611	-0.0499067460183623	0.0331288022694939	1
COLO 205	60 P5	-0.0366587702343697	0.00164653474481543	-0.0585811033187317	-0.0147364371500078	1
MDA-MB-468	60 P5	-0.0472099475581382	0.129715098785444	-0.111246710114384	0.0168268149981077	1
A498	SB P5	-0.000600610683738014	0.964927029181283	-0.0280517944777327	0.0268505731102567	1
SW-620	SB P5	0.0174100983506909	0.143063732659086	-0.00615136667048009	0.0409715633718619	1
AGS	SB P5	0.0571413168933367	1.5001378376899e-06	0.0397220709517833	0.0745605628348901	0.00205218856195979
DU-145	SB P5	0.0136531133417684	0.245711099001488	-0.00991497799431812	0.0372212046778549	1
UACC-62	SB P5	-0.00286716781058414	0.798363706978116	-0.025413886751382	0.0196795511302137	1
SF-295	SB P5	0.0514706524521351	0.0010721409754916	0.0220095431357563	0.0809317617685139	1
COLO 205	SB P5	-0.0158153349113875	0.167575593572813	-0.0385638607913641	0.00693319096858919	1
MDA-MB-468	SB P5	-0.00357071385214676	0.895818543812797	-0.0635404225834751	0.0563989948791816	1
A498	RU P5	0.0388175743927391	0.00635499979638757	0.0115966591850273	0.0660384896004508	1
SW-620	RU P5	-0.00320247736120451	0.756208100508594	-0.0239205516087442	0.0175155968863352	1
AGS	RU P5	0.0900846110571544	5.35350323518054e-09	0.0675058056348606	0.112663416479448	7.32359242572698e-06
DU-145	RU P5	0.0277563314268501	0.0174199514095301	0.00514913715225703	0.0503635257014432	1
UACC-62	RU P5	0.0318972501586122	0.0104576680627619	0.00791434156683193	0.0558801587503924	1
SF-295	RU P5	0.0602161340202036	0.00140542346657445	0.0247948235865821	0.095637444453825	1
COLO 205	RU P5	0.00443720429016149	0.671530612271338	-0.0165683364458361	0.0254427450261591	1
MDA-MB-468	RU P5	-0.0150409854139263	0.634216011643653	-0.0841396333949952	0.0540576625671426	1
A498	D4 P5	0.0303503952405639	0.0461088887165199	0.000550706920048514	0.0601500835610792	1
SW-620	D4 P5	0.0392563579029725	2.17308853008731e-05	0.0227992249587148	0.0557134908472302	0.0297278510915943
AGS	D4 P5	0.0892118328782866	8.09301998910947e-08	0.0635336507499646	0.114890015006609	0.000110712513451018
DU-145	D4 P5	0.00948125847222432	0.365081551171993	-0.0114455669831244	0.030408083927573	1
UACC-62	D4 P5	0.0149743980248992	0.177860999879738	-0.00709956598366844	0.0370483620334668	1
SF-295	D4 P5	0.0194620349997079	0.108550153048386	-0.00450655251135795	0.0434306225107738	1
COLO 205	D4 P5	0.0117728439022236	0.283649256804517	-0.0101312967804075	0.0336769845848547	1
MDA-MB-468	D4 P5	-0.0102581033308543	0.72172108308743	-0.0733977732038949	0.0528815665421862	1
A498	F4 P5	0.0758294235901438	2.33024660176947e-05	0.0438926492472187	0.107766197933069	0.0318777735122063
SW-620	F4 P5	0.0997879831421954	5.26418224156196e-12	0.0790795253353387	0.120496440949052	7.20140130645677e-09
AGS	F4 P5	0.11266638893558	1.37595088902604e-07	0.079296651590282	0.146036126280879	0.000188230081618762
DU-145	F4 P5	0.0511698490637415	6.36295565320183e-05	0.0280660654106491	0.0742736327168339	0.0870452333358011
UACC-62	F4 P5	0.0915060302664691	3.33057818582145e-05	0.0520278443947415	0.130984216138197	0.0455623095820375
SF-295	F4 P5	0.070206492086363	0.00196899963964563	0.0274129694910232	0.113000014681703	1
COLO 205	F4 P5	0.0211178851002697	0.107799089582965	-0.00483278386323407	0.0470685540637735	1
MDA-MB-468	F4 P5	0.0586344916605438	0.204254012913852	-0.038268868564462	0.15553785188555	1
A498	SF P5	-0.155708333145469	6.15542455592672e-05	-0.225844375725039	-0.0855722905658984	0.0842062079250775
SW-620	SF P5	-0.125197978344194	0.00207163876221405	-0.201933389631836	-0.0484625670565515	1
AGS	SF P5	-0.00186834302658772	0.927098280219714	-0.0440444840641453	0.0403077980109699	1
DU-145	SF P5	-0.126181516046656	7.99080934168231e-05	-0.184109905191671	-0.06825312690164	0.109314271794214
UACC-62	SF P5	-0.173546634344505	0.000162913352822252	-0.257675296511349	-0.0894179721776605	0.22286546666084
SF-295	SF P5	-0.174460878722053	0.000642615016049564	-0.26954786312017	-0.079373894323935	0.879097341955803
COLO 205	SF P5	-0.0756104470069248	0.00123649465086405	-0.119510461447449	-0.0317104325664006	1
MDA-MB-468	SF P5	-0.091345163423659	0.213635337784112	-0.245752027825657	0.0630617009783387	1
A498	ST P5	0.0162320472570636	0.308616832596212	-0.0155947815991385	0.0480588761132657	1
SW-620	ST P5	0.00783404281385738	0.655315494872068	-0.0273913929051118	0.0430594785328266	1
AGS	ST P5	0.0889071679794399	0.00412731900670893	0.0305180141343017	0.147296321824578	1
DU-145	ST P5	-0.00235553335844341	0.865873652563528	-0.0303788698678652	0.0256678031509784	1
UACC-62	ST P5	0.00381453970999661	0.784372602800644	-0.0241895271994975	0.0318186066194907	1
SF-295	ST P5	0.00951002563908107	0.627845771923866	-0.0298575082229752	0.0488775595011373	1
COLO 205	ST P5	0.00424010015787668	0.817444711254726	-0.0326639959604425	0.0411441962761959	1
MDA-MB-468	ST P5	0.0364256502408968	0.457125644899037	-0.0696316028833518	0.142482903365145	1
A498	G2 P5	-0.0827616627074106	0.00055532138726024	-0.127269917033084	-0.0382534083817376	0.759679657772009
SW-620	G2 P5	-0.0709097798257445	4.01577391004241e-05	-0.101899148478157	-0.0399204111733323	0.0549357870893801
AGS	G2 P5	-0.0392624443761097	0.00584718545401239	-0.0662509165679082	-0.0122739721843112	1
DU-145	G2 P5	-0.119795914813945	2.28309469266764e-07	-0.158527359372461	-0.0810644702554288	0.000312327353956934
UACC-62	G2 P5	-0.139042799804596	3.98003033892271e-07	-0.185281843831266	-0.0928037557779261	0.000544468150364627
SF-295	G2 P5	-0.112254628319889	0.00242108533485071	-0.182251559812557	-0.0422576968272217	1
COLO 205	G2 P5	-0.090395613765337	3.26928163349726e-06	-0.124109710555963	-0.0566815169747108	0.00447237727462425
MDA-MB-468	G2 P5	-0.0147047324561105	0.565720176082896	-0.0704969202567158	0.0410874553444948	1
A498	G4 P5	-0.0395000245978326	0.0186289045305794	-0.0720374273938715	-0.00696262180179374	1
SW-620	G4 P5	0.00471506556472899	0.580703133546806	-0.0124069142719533	0.0218370454014113	1
AGS	G4 P5	0.0342965625973676	0.0182621367070996	0.00625559402237736	0.0623375311723578	1
DU-145	G4 P5	-0.0465446296816532	0.000302552459148008	-0.0702789972087418	-0.0228102621545647	0.413891764114475
UACC-62	G4 P5	-0.017403952559293	0.225878108114049	-0.0460123649528202	0.0112044598342341	1
SF-295	G4 P5	0.00704976593272519	0.652398467365925	-0.0243639666665803	0.0384634985320307	1
COLO 205	G4 P5	-0.00958706891156455	0.360726269080618	-0.0305542165949177	0.0113800787717886	1
MDA-MB-468	G4 P5	-0.132024333098572	0.00890540953606203	-0.221915596832185	-0.042133069364958	1
A498	0	NA	NA	NA	NA	NA
SW-620	0	NA	NA	NA	NA	NA
AGS	0	NA	NA	NA	NA	NA
DU-145	0	NA	NA	NA	NA	NA
UACC-62	0	NA	NA	NA	NA	NA
SF-295	0	NA	NA	NA	NA	NA
COLO 205	0	NA	NA	NA	NA	NA
MDA-MB-468	0	NA	NA	NA	NA	NA
